"Command","Description","Syntax","Parameters","Links","Category","Tags"
"Suspend-BitLocker","Suspend Bitlocker encryption for the specified volume."," Suspend-BitLocker [-MountPoint] <i>String</i>[] [[-RebootCount] <i>Int32</i>]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -MountPoint <i>String</i>[]
 An array of drive letters or BitLocker volume objects. This cmdlet suspends protection for the 
 volumes specified. To obtain a BitLocker volume object, use Get-BitLockerVolume.
 
 -RebootCount <i>Int32</i>
 The number of computer restarts before BitLocker restores protection.
 The acceptable values for this parameter are:integers from 0 to 15 (default=1).
 Specify zero to suspend protection indefinitely until you resume it with Resume-BitLocker. 
 -Confirm
 Prompt for confirmation before running the cmdlet.
 -WhatIf
 Show what would happen if the cmdlet runs. The cmdlet is not run.
","https://ss64.com/ps/suspend-bitlocker.html","System Administration","Encryption, BitLocker"
"Add-BitLockerKeyProtector","Add a key protector for a BitLocker volume."," Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[] <b>-ADAccountOrGroupProtector</b> [-ADAccountOrGroup] <i>String</i>
 [-Service] [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -PasswordProtector</b> [[-Password] <i>SecureString</i>]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]
 <b>-TpmAndPinAndStartupKeyProtector</b> [-StartupKeyPath] <i>String</i> [[<b>-Pin</b>] <i>SecureString</i>] 
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -TpmAndPinProtector</b> [[-Pin] <i>SecureString</i>]
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -RecoveryKeyProtector</b> [-RecoveryKeyPath] <i>String</i>
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -RecoveryPasswordProtector</b> [[-RecoveryPassword] <i>String</i>] 
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -StartupKeyProtector</b> [-StartupKeyPath] <i>String</i>
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[]<b> -TpmAndStartupKeyProtector</b> [-StartupKeyPath] <i>String</i> 
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
 
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[] -TpmProtector
 [-Confirm] [-WhatIf] [<i><a href=""common.html"">CommonParameters</a></i>]
","<script src=../js/content.js></script>
 </ul></div><!-- #EndLibraryItem --><h1>Add-BitLockerKeyProtector</h1> 
 <p>Add a key protector for a BitLocker volume.</p>
 Add-BitLockerKeyProtector [-MountPoint] <i>String</i>[] <b>-ADAccountOrGroupProtector</b> [-ADAccountOrGroup] <i>String</i>
 [-Service] [-Confirm] [-WhatIf] [<i>BitLocker Drive Encryption.</p>
 <p>PS C:\&gt; Get-BitLockerVolume | Add-BitLockerKeyProtector -RecoveryKeyPath &quot;E:\Recovery\&quot; -RecoveryKeyProtector
","https://ss64.com/ps/add-bitlockerkeyprotector.html","System Administration","Encryption, BitLocker"
"Remove-BitLockerKeyProtector","Remove a key protector from a BitLocker volume.","Not Available","Not Available","Not Available","System Administration","Encryption, BitLocker"
"Get-BitLockerVolume","Get information about volumes BitLocker can protect."," Get-BitLockerVolume [[-MountPoint] <i>String</i>[]] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -MountPoint <i>String</i>[]
 An array of drive letters. This cmdlet will get these BitLocker volumes.
 <p>Standard set-alias</p>
 <p>You can use this cmdlet to get BitLocker volumes to use with other cmdlets, such as the Enable-BitLocker cmdlet or the Add-BitLockerKeyProtector cmdlet. You can also use this cmdlet to view the following information about a BitLocker volume:</p>
 <ul>
 <li> KeyProtector. Type of key protector or protectors.</li>
 <li> AutoUnlock Enabled. Whether BitLocker uses automatic unlocking for the volume. </li>
 VolumeType Mount CapacityGB VolumeStatus Encryption KeyProtector AutoUnlock Protection
 Point Percentage Enabled Status
 ---------- ----- ---------- ------------ ---------- ------------ ---------- ----------
 Data D: 931.51 EncryptionInProgress 1 {RecoveryPassword, Pas... Off
 Data E: 928.83 FullyDecrypted 0 {} Off
","https://ss64.com/ps/get-bitlockervolume.html","System Administration, Enumeration","Encryption, BitLocker"
"Break","Exit a program loop.","Not Available","Not Available","https://ss64.com/ps/break.html","System Utility","Command Execution, Scripting"
"Catch","Handle a terminating error within a scriptblock."," try <b>{</b><i>statement_list</i><b>}</b>
 catch [[<i>error_type</i>][',' <i>error_type</i>]*] <b>{</b><i>statement_list</i><b>}</b>
 finally <b>{</b><i>statement_list</i><b>}</b>
"," <i>statement_list</i> A scriptblock of code to be run
","https://ss64.com/ps/try.html","System Utility","Command Execution, Scripting"
"Export-Certificate","Export a certificate from a certificate store into a file.","Not Available","Not Available","Not Available","File Manipulation","Certificate"
"Get-Certificate","Submit/retrieve a certificate request to an enrollment server and install."," Get-Certificate [-Url <i>Uri</i>] -Template <i>String</i> [-SubjectName <i>String</i> [-DnsName <i>String</i>[]]
 [-Credential <i>PkiCredential</i>] [-CertStoreLocation <i>String</i>] [-WhatIf] [-Confirm]
 [<i><a href=""common.html"">CommonParameters</a></i>]
 Get-Certificate -Request <i>Certificate</i> [-Credential <i>PkiCredential</i>] [-WhatIf] [-Confirm]
 [<i><a href=""common.html"">CommonParameters</a></i>]
 
"," -CertStoreLocation
 The path to the certificate store for the received certificate.
 If the request is made pending, then the request object is saved in the corresponding request store.
 Note: Only <b>My store</b> is supported.
 -Confirm
 Prompt you for confirmation before running the cmdlet.
 -Credential
 Specify the credential to use for certificate enrollment.
 The credential can be a user name and password (a credential object), an X509 certificate, or the path to a cert.
 If a credential is not specified, then Kerberos authentication is used.
 -DnsName
 Specify one or more DNS names to be included in the certificate request as subject alternative name extension.
 -Request
 The X509 certificate or the path to a requested certificate located in the request store.
 -SubjectName
 The subject name to be included in the certificate request.
 -Template
 The object identifier or name of a certificate template to use with the certificate request.
 -Url
 The policy server URL to use for certificate enrollment.
 Credentials are required if the endpoint requires a user name and password or certificate authentication from the client.
 If credentials are not found and Windows PowerShell is in interactive mode, then a prompt for credentials will appear.
 -WhatIf
 Show what would happen if the cmdlet runs. The cmdlet is not run.
","https://ss64.com/ps/get-certificate.html","Enumeration","Certificate"
"Import-Certificate","Import one or more certificates into a certificate store.","Not Available","Not Available","Not Available","File Manipulation","Certificate"
"Set-Location","Set the current working location."," Set-Location [[-path] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-literalPath] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-stackName <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The path to a new working location.
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed.
 No characters are interpreted as wildcards. If the path includes any
 escape characters then enclose the path in single quotation marks.
 
 -stackName 
 The stack to which the location is being set.
 -passThru 
 Pass the object created by this cmdlet through the pipeline.
 -UseTransaction
 Include the command in the active transaction.
","https://ss64.com/ps/set-location.html","System Utility","Command Execution"
"cd","Set the current working location."," Set-Location [[-path] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-literalPath] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-stackName <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The path to a new working location.
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed.
 No characters are interpreted as wildcards. If the path includes any
 escape characters then enclose the path in single quotation marks.
 
 -stackName 
 The stack to which the location is being set.
 -passThru 
 Pass the object created by this cmdlet through the pipeline.
 -UseTransaction
 Include the command in the active transaction.
","https://ss64.com/ps/set-location.html","System Utility","Command Execution"
"chdir","Set the current working location."," Set-Location [[-path] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-literalPath] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-stackName <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The path to a new working location.
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed.
 No characters are interpreted as wildcards. If the path includes any
 escape characters then enclose the path in single quotation marks.
 
 -stackName 
 The stack to which the location is being set.
 -passThru 
 Pass the object created by this cmdlet through the pipeline.
 -UseTransaction
 Include the command in the active transaction.
","https://ss64.com/ps/set-location.html","System Utility","Command Execution"
"sl","Set the current working location."," Set-Location [[-path] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-literalPath] <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
 Set-Location [-stackName <i>string</i>] [-passThru]
 [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The path to a new working location.
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed.
 No characters are interpreted as wildcards. If the path includes any
 escape characters then enclose the path in single quotation marks.
 
 -stackName 
 The stack to which the location is being set.
 -passThru 
 Pass the object created by this cmdlet through the pipeline.
 -UseTransaction
 Include the command in the active transaction.
","https://ss64.com/ps/set-location.html","System Utility","Command Execution"
"Get-ChildItem","Get child items (contents of a folder or registry key)."," Get-ChildItem <b>[</b> [-path] <i>string</i>[] <b>|</b> [-literalPath] <i>string</i>[] <b>]</b> 
 [-Attributes <i>FileAttributes</i>] [[-filter] <i>string</i>] [-include <i>string</i>[]] [-exclude <i>string</i>[]]
 [-FollowSymlink] [-Depth <i>UInt32</i>] [-Name]<b> </b>[-Directory] [-File] [-Hidden]
 [-ReadOnly] [-recurse] [-force] [-System] [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The paths to the items from which content is to be retrieved.
 Wildcards are permitted. Default is the current directory (.)
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed. [bug: transaction. This option was removed in PowerShell 6.0.
","https://ss64.com/ps/get-childitem.html","System Utility, Enumeration","Command Execution"
"dir","Get child items (contents of a folder or registry key)."," Get-ChildItem <b>[</b> [-path] <i>string</i>[] <b>|</b> [-literalPath] <i>string</i>[] <b>]</b> 
 [-Attributes <i>FileAttributes</i>] [[-filter] <i>string</i>] [-include <i>string</i>[]] [-exclude <i>string</i>[]]
 [-FollowSymlink] [-Depth <i>UInt32</i>] [-Name]<b> </b>[-Directory] [-File] [-Hidden]
 [-ReadOnly] [-recurse] [-force] [-System] [-UseTransaction] [<i><a href=""common.html"">CommonParameters</a></i>]
"," -path <i>string</i>
 The paths to the items from which content is to be retrieved.
 Wildcards are permitted. Default is the current directory (.)
 -literalPath <i>string</i>
 Like Path above, only the value is used exactly as typed. [bug: transaction. This option was removed in PowerShell 6.0.
","https://ss64.com/ps/get-childitem.html","System Utility, Enumeration","Command Execution"
